15536;ABSORVENTE INTIMUS GEL NORMAL SUAVE C/ABAS C/32;UN;13.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
13862;ABSORVENTE INTIMUS GEL NORMAL SUAVE C/ABAS C/8;UN;3.99;2.99;2019-05-30 00:00:00.000;2019-06-04 23:59:59.000;113.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
14245;ABSORVENTE INTIMUS GEL NORMAL SUAVE S/ABAS C/8;UN;4.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;35.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
17117;ABSORVENTE INTIMUS GEL NOTURNO C/20 SUAVE C/ABAS;UN;14.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
10355;ABSORVENTE INTIMUS GEL NOTURNO C/36 SECA C/ABAS;UN;23.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;6.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
37190;ABSORVENTE INTIMUS GEL NOTURNO C/36 SUAVE C/ABAS;UN;23.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;4.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
20113;ABSORVENTE INTIMUS GEL NOTURNO SECA C/ABAS C/8 ;UN;6.29;4.99;2019-06-20 00:00:00.000;2019-06-25 23:59:59.000;93.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6288;ABSORVENTE INTIMUS GEL NOTURNO SUAVE C/A C/8;UN;6.29;4.99;2019-06-20 00:00:00.000;2019-06-25 23:59:59.000;64.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
22156;ABSORVENTE INTIMUS GEL TEEN SECA C/ABAS C/8  ;UN;2.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
37243;ABSORVENTE INTIMUS PROTETOR DIARIO AJUSTE PERFETO C/40 S/P;UN;9.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;7.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
20312;ABSORVENTE INTIMUS PROTETOR DIARIO LIMPA E FRESCA C/40 S/P;UN;9.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
18883;ABSORVENTE NATURALMENTE GEL MAIS L24P18 C/ABAS;UN;7.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
18881;ABSORVENTE NATURALMENTE GEL MAIS L8P7 C/ABAS;UN;2.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
18882;ABSORVENTE NATURALMENTE MAX NOTURNO L16P13 C/ABAS;UN;9.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
29984;ABSORVENTE NATURELLA SUAVE C/8 NORMAL C/ ABAS;UN;5.19;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6311;ABSORVENTE O.B. MEDIO C/10 ;UN;9.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;13.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6312;ABSORVENTE O.B. MINI C/10;UN;11.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;7.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
20035;ABSORVENTE PERSONAL INTIMO DIARIO S/PERFUME C/15;UN;4.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
19025;ABSORVENTE PERSONAL INTIMO NOTURNO SUAVE C/ABAS C/8;UN;5.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;2.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
19024;ABSORVENTE PERSONAL INTIMO SUAVE C/ABAS  L16P14;UN;6.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
17605;ABSORVENTE PERSONAL NO ESCAPE C/ABAS C/8 NOT;UN;6.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
37601;ABSORVENTE POS PARTO KARISMA C/15UN;UN;10.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;6.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
20508;ABSORVENTE SEIOS LILLO C/12;UN;10.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;3.000;12.08.02;ABSORVENTE P/SEIOS                                                                                  
8145;ABSORVENTE SEIOS YORK C/12;UN;11.89;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;6.000;12.08.02;ABSORVENTE P/SEIOS                                                                                  
6305;ABSORVENTE SEMPRE LIVRE ADAPT PLUS FLEX SUAVE C/ABAS C/8;UN;6.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;56.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
14477;ABSORVENTE SEMPRE LIVRE ADAPT PLUS NOTURNO SUAVE C/ABAS C/8;UN;8.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;40.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
14224;ABSORVENTE SEMPRE LIVRE ADAPT PLUS SECA C/ABAS C/8;UN;4.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;37.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6296;ABSORVENTE SEMPRE LIVRE ADAPT PLUS SUAVE C/ABAS C/8;UN;5.29;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;45.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
6297;ABSORVENTE SEMPRE LIVRE ADAPT PLUS SUAVE S/ABAS C/8;UN;5.29;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;28.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
29616;ABSORVENTE SEMPRE LIVRE ADAPT SUAVE C/ABAS C/16;UN;7.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;60.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
14244;ABSORVENTE SEMPRE LIVRE ADAPT SUAVE C/ABAS C/8;UN;4.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;36.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
